time,input,pll_output,phase_error,frequency,theta,loop_filter,lock_state
0.12204,0.602929541689023,-0.647974855244156,1.25090439693318,49.0735503389765,3.84651522258351,5.82105489798406,0
0.12206,0.607930297694606,-0.652658294789803,1.26058859248441,49.0609665790927,3.85268040547083,5.90012099319559,0
0.12208,0.612907053652979,-0.657315747512131,1.27022280116511,49.0485096178008,3.85884402297022,5.97839038935669,0
0.1221,0.617859613090334,-0.66194706763328,1.27980668072361,49.0361821845639,3.86500609135867,6.05584593674615,0
0.12212,0.622787780488115,-0.666552110573493,1.28933989106161,49.0239869731718,3.87116662725165,6.13247070978251,0
0.12214,0.6276913612907,-0.671130732940376,1.29882209423108,49.011926640704,3.87732564759856,6.20824801354433,0
0.12216,0.632570161913126,-0.675682792518035,1.30825295443116,49.0000038065092,3.88348316967793,6.28316139017715,0
0.12218,0.637423989748688,-0.680208148256118,1.31763213800481,48.9882210512016,3.88963921109261,6.35719462520394,0
0.1222,0.642252653176585,-0.684706660258735,1.32695931343532,48.9765809156756,3.89579378976472,6.43033175371392,0
0.12222,0.647055961569442,-0.689178189773315,1.33623415134276,48.9650859001379,3.90194692393057,6.50255706644637,0
0.12224,0.651833725300879,-0.693622599179356,1.34545632448023,48.9537384631593,3.90809863213543,6.5738551157448,0
0.12226,0.656585755752959,-0.698039751977132,1.35462550773009,48.9425410207453,3.91424893322818,6.64421072139797,0
0.12228,0.661311865323652,-0.702429512776325,1.36374137809998,48.9314959454282,3.92039784635583,6.71360897634758,0
0.1223,0.666011867434254,-0.706791747284618,1.37280361471887,48.9206055653784,3.92654539095797,6.78203525226566,0
0.12232,0.670685576536719,-0.711126322296245,1.38181189883296,48.9098721635382,3.93269158676105,6.84947520500428,0
0.12234,0.675332808121026,-0.715433105680518,1.39076591380154,48.8992979767769,3.93883645377263,6.91591477989849,0
0.12236,0.679953378722418,-0.719711966370339,1.39966534509276,48.8888851950679,3.94498001227547,6.98134021693875,0
0.12238,0.68454710592869,-0.723962774350699,1.40850988027939,48.8786359606905,3.95112228282153,7.0457380557893,0
0.1224,0.689113808387346,-0.728185400647191,1.41729920903454,48.8685523674519,3.9572632862259,7.10909514066945,0
0.12242,0.693653305812805,-0.732379717314526,1.42603302312733,48.8586364599368,3.96340304356058,7.17139862507527,0
0.12244,0.698165418993475,-0.736545597425088,1.43471101641856,48.8488902327784,3.96954157614823,7.23263597635744,0
0.12246,0.702649969798849,-0.740682915057507,1.44333288485636,48.8393156299554,3.97567890555581,7.29279498013732,0
0.12248,0.70710678118655,-0.744791545285291,1.45189832647184,48.8299145441143,3.9818150535881,7.35186374456524,0
0.1225,0.711535677209285,-0.748871364165508,1.46040704137479,48.8206888159169,3.98795004228119,7.40983070442348,0
0.12252,0.715936483021833,-0.75292224872753,1.46885873174936,48.8116402334137,3.99408389389587,7.46668462505807,0
0.12254,0.720309024887906,-0.756944076961853,1.47725310184976,48.802770531444,4.00021663091092,7.52241460615376,0
0.12256,0.724653130187048,-0.760936727809008,1.48558985799606,48.7940813910621,4.0063482760164,7.57701008533305,0
0.12258,0.72896862742141,-0.764900081148553,1.49386870856996,48.7855744389911,4.01247885210674,7.63046084159468,0
0.1226,0.73325534622256,-0.76883401778818,1.50208936401074,48.7772512471034,4.01860838227395,7.68275699857178,0
0.12262,0.737513117358176,-0.77273841945293,1.51025153681111,48.7691133319292,4.02473688980058,7.73388902762562,0
0.12264,0.741741772738739,-0.776613168774528,1.51835494151327,48.7611621541919,4.03086439815274,7.78384775075921,0
0.12266,0.745941145424184,-0.780458149280855,1.52639929470504,48.7533991183731,4.03699093097306,7.83262434335521,0
0.12268,0.750111069630459,-0.784273245385551,1.53438431501601,48.7458255723037,4.0431165120735,7.88021033674179,0
0.1227,0.754251380736105,-0.788058342377778,1.54230972311388,48.7384428067855,4.04924116542827,7.92659762057235,0
0.12272,0.758361915288721,-0.791813326412127,1.55017524170085,48.7312520552394,4.05536491516655,7.97177844503383,0
0.12274,0.762442511011449,-0.795538084498703,1.55798059551015,48.7242544933844,4.06148778556527,8.0157454228672,0
0.12276,0.766493006809348,-0.799232504493377,1.56572551130273,48.717451238943,4.06760980104183,8.05849153121455,0
0.12278,0.77051324277579,-0.802896475088222,1.57340971786401,48.7108433513776,4.07373098614674,8.100010113277,0
0.1228,0.774503060198736,-0.806529885802136,1.58103294600087,48.7044318316545,4.07985136555632,8.1402948797977,0
0.12282,0.778462301567023,-0.81013262697167,1.58859492853869,48.6982176220377,4.0859709640653,8.17933991035805,0
0.12284,0.78239081057659,-0.813704589742052,1.59609540031864,48.6922016059113,4.09208980657939,8.21713965449109,0
0.12286,0.786288432136618,-0.81724566605843,1.60353409819505,48.6863846076311,4.09820791810791,8.25368893261747,0
0.12288,0.790155012375692,-0.82075574865733,1.61091076103302,48.6807673924052,4.10432532375636,8.28898293679216,0
0.1229,0.793990398647834,-0.824234731058347,1.61822512970618,48.6753506662034,4.11044204871891,8.32301723127567,0
0.12292,0.797794439538572,-0.827682507556058,1.62547694709463,48.6701350756964,4.11655811827103,8.35578775291772,0
0.12294,0.801566984870875,-0.831098973212188,1.63266595808306,48.665121208222,4.12267355776198,8.3872908113653,0
0.12296,0.805307885711122,-0.834484023848009,1.63979190955913,48.660309591782,4.12878839260738,8.41752308908483,0
0.12298,0.80901699437495,-0.837837556037,1.64685455041195,48.6557006950665,4.13490264828174,8.44648164120982,0
0.123,0.812694164433094,-0.84115946709776,1.65385363153085,48.6512949275071,4.14101635031101,8.47416389520624,0
0.12302,0.816339250717186,-0.844449655087181,1.66078890580437,48.6470926393581,4.14712952426519,8.50056765036032,0
0.12304,0.819952109325452,-0.847708018793902,1.66766012811935,48.6430941218061,4.15324219575082,8.52569107709358,0
0.12306,0.823532597628429,-0.850934457732016,1.67446705536045,48.6392996071072,4.15935439040368,8.54953271609736,0
0.12308,0.827080574274561,-0.854128872135077,1.68120944640964,48.6357092687519,4.16546613388131,8.57209147729916,0
0.1231,0.830595899195814,-0.857291162950369,1.68788706214618,48.6323232216576,4.17157745185572,8.59336663865173,0
0.12312,0.83407843361317,-0.86042123183348,1.69449966544665,48.6291415223876,4.17768837000601,8.61335784475687,0
0.12314,0.837528040042142,-0.863518981143152,1.70104702118529,48.6261641693979,4.18379891401108,8.63206510531575,0
0.12316,0.840944582298171,-0.866584313936438,1.70752889623461,48.6233911033097,4.18990910954239,8.64948879341747,0
0.12318,0.844327925502015,-0.869617133964148,1.71394505946616,48.6208222072079,4.1960189822567,8.66562964365964,0
0.1232,0.847677936085085,-0.872617345666602,1.72029528175169,48.6184573069669,4.20212855778887,8.68048875010692,0
0.12322,0.850994481794691,-0.875584854169684,1.72657933596438,48.6162961715997,4.20823786174477,8.69406756409264,0
0.12324,0.854277431699296,-0.878519565281207,1.7327969969805,48.6143385136343,4.21434691969412,8.70636789185791,0
0.12326,0.857526656193651,-0.881421385487583,1.73894804168123,48.6125839895125,4.22045575716345,8.71739189204059,0
0.12328,0.860742027003944,-0.884290221950814,1.74503224895476,48.6110322000157,4.22656439962917,8.72714207300693,0
0.1233,0.863923417192834,-0.887125982505785,1.75104939969862,48.6096826907116,4.23267287251055,8.73562129003803,0
0.12332,0.86707070116449,-0.88992857565788,1.75699927682237,48.608534952427,4.23878120116288,8.74283274236454,0
0.12334,0.870183754669528,-0.892697910580919,1.76288166525045,48.6075884217414,4.24488941087066,8.74877997006134,0
0.12336,0.87326245480992,-0.895433897115403,1.76869635192532,48.6068424815044,4.25099752684083,8.75346685079836,0
0.12338,0.876306680043865,-0.89813644576709,1.77444312581095,48.6062964613749,4.25710557419608,8.75689759645311,0
0.1234,0.879316310190556,-0.900805467705879,1.78012177789643,48.6059496383813,4.26321357796826,8.75907674959112,0
0.12342,0.882291226434954,-0.903440874765029,1.78573210119998,48.6058012375028,4.26932156309185,8.76000917981012,0
0.12344,0.885231311332454,-0.906042579440688,1.79127389077314,48.6058504322719,4.27542955439743,8.75970007996007,0
0.12346,0.888136448813545,-0.908610494891745,1.79674694370529,48.6060963453956,4.28153757660536,8.75815496223421,0
0.12348,0.891006524188367,-0.911144534940007,1.80215105912837,48.6065380493971,4.28764565431946,8.7553796541418,0
0.1235,0.893841424151264,-0.913644614070692,1.80748603822196,48.6071745672757,4.29375381202075,8.75138029435913,0
0.12352,0.896641036785238,-0.916110647433245,1.81275168421848,48.6080048731851,4.29986207406136,8.74616332846923,0
0.12354,0.899405251566371,-0.918542550842468,1.81794780240884,48.6090278931291,4.30597046465845,8.73973550458808,0
0.12356,0.902133959368204,-0.920940240779967,1.82307420014817,48.6102425056753,4.31207900788825,8.73210386888361,0
0.12358,0.904827052466019,-0.923303634395924,1.82813068686194,48.6116475426843,4.31818772768021,8.72327576099256,0
0.1236,0.907484424541118,-0.925632649511173,1.83311707405229,48.6132417900553,4.32429664781121,8.71325880933511,0
0.12362,0.910105970684995,-0.927927204619589,1.83803317530458,48.6150239884868,4.33040579189986,8.70206092633582,0
0.12364,0.912691587403503,-0.930187218890795,1.8428788062943,48.6169928342524,4.33651518340097,8.68969030354915,0
0.12366,0.915241172620917,-0.932412612173164,1.84765378479408,48.6191469799902,4.34262484560001,8.67615540670005,0
0.12368,0.917754625683982,-0.934603304997143,1.85235793068112,48.6214850355059,4.34873480160778,8.66146497063631,0
0.1237,0.920231847365872,-0.93675921857886,1.85699106594473,48.6240055685889,4.35484507435507,8.64562799420337,0
0.12372,0.922672739870115,-0.938880274824048,1.86155301469416,48.62670710584,4.36095568658755,8.6286537350404,0
0.12374,0.925077206834459,-0.940966396332252,1.86604360316671,48.6295881335117,4.36706666086065,8.61055170430373,0
0.12376,0.927445153334661,-0.943017506401336,1.870462659736,48.6326470983585,4.3731780195346,8.59133166132325,0
