time,input,pll_output,phase_error,frequency,theta,loop_filter,lock_state
0,0,0.00628314396555895,-0.00628314396555895,50,0.00628318530717958,0,0
2e-05,0.00640880514126813,0.0125446522767259,-0.00613584713545779,49.8297894179724,0.0125449813217967,1.0694646281222,0
4e-05,0.0128173470523683,0.0187842692020338,-0.00596692214966548,49.6594674380898,0.0187853740451841,2.13962918961033,0
6e-05,0.0192253625139443,0.0250017474475713,-0.00577638493362704,49.4890612331123,0.0250043528933041,3.21032295297754,0
8e-05,0.0256325883282628,0.0311968480839349,-0.00556425975567217,49.3185976475842,0.0312019106555042,4.28137724897653,0
0.0001,0.0320387613300238,0.0373693404704653,-0.00533057914044147,49.148103194598,0.0373780434528651,5.35262549093523,0
0.00012,0.0384436183971699,0.0435190021768908,-0.00507538377972083,48.9776040527929,0.0435327506961724,6.42390319361164,0
0.00014,0.0448468964616932,0.0496456189024984,-0.00479872244080516,48.8071260635862,0.0496660350435401,7.49504799059235,0
0.00016,0.0512483325204404,0.0557489843929522,-0.0045006518725118,48.6366947286321,0.0557779023577145,8.56589965025937,0
0.00018,0.0576476636459154,0.0618289003548774,-0.00418123670896201,48.4663352075037,0.0618683616630871,9.6363000903512,0
0.0002,0.0640446269970785,0.0678851763683263,-0.00384054937124784,48.296072315596,0.0679374251024438,10.706093391144,0
0.00022,0.070438959830142,0.0739176297972421,-0.00347866996710015,48.1259305222425,0.0739851078934778,11.7751258072794,0
0.00024,0.076830399509362,0.0799260856980336,-0.00309568618867165,47.9559339490448,0.080011428285092,12.8432457782661,0
0.00026,0.0832186835178257,0.0859103767263729,-0.00269169320854722,47.7861063684072,0.086016407513518,13.9103039376825,0
0.00028,0.0896035494682339,0.0918703430423261,-0.00226679357409222,47.6164712022746,0.0920000697582754,14.9761531211079,0
0.0003,0.095984735113678,0.0978058322139253,-0.0018210971002473,47.4470515210682,0.0979624420979987,16.0406483728107,0
0.00032,0.102361978358411,0.103716699119288,-0.00135472076087648,47.2778700428145,0.103903554466154,17.1036469512215,0
0.00034,0.108735017268614,0.109602805847387,-0.000867788578773135,47.1089491324626,0.109823439606669,18.1650083332197,0
0.00036,0.115103590083151,0.115464021597578,-0.000360431514427037,46.9403108013868,0.115722133029503,19.2245942172622,0
0.00038,0.121467435224327,0.121300222577979,0.000167212646347614,46.7719767070681,0.121599672966175,20.2822685253831,0
0.0004,0.127826291308624,0.1271112919028,0.000714999405823841,46.6039681529509,0.127456100325273,21.337897404093,0
0.00042,0.134179897157441,0.132897119488724,0.00128277766871732,46.4363060884705,0.133291458647968,22.3913492242073,0
0.00044,0.140527991807824,0.138657601950433,0.00187038985739141,46.2690111092466,0.139105794063555,23.4424945796318,0
0.00046,0.146870314523178,0.144392642495359,0.00247767202781948,46.1021034574373,0.144899155245032,24.4912062851358,0
0.00048,0.153206604803983,0.150102150817768,0.00310445398621506,45.9356030222507,0.150671593364749,25.5373593731395,0
0.0005,0.159536602398486,0.155786042992244,0.00375055940624217,45.7695293406078,0.156423162050138,26.5808310895474,0
0.00052,0.1658600473134,0.161444241366679,0.00441580594672092,45.6039015979536,0.162153917339544,27.6215008886537,0
0.00054,0.172176679824574,0.16707667445483,0.00510000536974486,45.4387386292105,0.167863917638181,28.6592504271503,0
0.00056,0.178486240487666,0.172683276828536,0.00580296365913047,45.2740589198707,0.173553223674215,29.693963557265,0
0.00058,0.184788470148797,0.178263989009678,0.00652448113911919,45.1098806072217,0.179221898455013,30.7255263190586,0
0.0006,0.191083109955195,0.183818757361938,0.00726435259325708,44.9462214817022,0.184870007223555,31.7538269319086,0
0.00062,0.197369901365828,0.18934753398245,0.008022367383378,44.7830989883821,0.19049761741503,32.7787557852079,0
0.00064,0.203648586162023,0.194850276593405,0.00879830956861866,44.6205302285636,0.196104798613644,33.8002054283059,0
0.00066,0.209918906458073,0.200326948433676,0.009591958024397,44.4585319614982,0.201691622509629,34.8180705597196,0
0.00068,0.216180604711825,0.205777518150539,0.0104030865612865,44.2971206062159,0.207258162856496,35.8322480156411,0
0.0007,0.222433423735264,0.211201959691541,0.0112314640437224,44.1363122434617,0.21280449542852,36.84263675777,0
0.00072,0.22867710670507,0.216600252196593,0.012076854508477,43.9761226177357,0.21833069797849,37.8491378604945,0
0.00074,0.234911397173173,0.221972379890328,0.0129390172828447,43.8165671394322,0.22383685019572,38.8516544974508,0
0.00076,0.241136039077282,0.227318331974804,0.0138177071024776,43.6576608870746,0.22932303366435,39.8500919274834,0
0.00078,0.247350776751403,0.232638102522584,0.0147126742288185,43.4994186096402,0.234789331821929,40.8443574800338,0
0.0008,0.253555354936341,0.237931690370266,0.0156236645660745,43.3418547289734,0.240235829918309,41.8343605399817,0
0.00082,0.259749518790183,0.2431990990125,0.016550419777683,43.184983342281,0.245662614974849,42.8200125319642,0
0.00084,0.265933013898769,0.24844033649655,0.0174926774022187,43.0288182247074,0.251069775743945,43.8012269041965,0
0.00086,0.272105586286134,0.253655415317438,0.0184501709686959,42.873372831985,0.256457402668888,44.7779191118185,0
0.00088,0.278266982424947,0.258844352313726,0.0194226301112208,42.7186603031565,0.261825587844072,45.7500065997903,0
0.0009,0.284416949246921,0.264007168563973,0.0204097806829484,42.5646934633651,0.267174424975544,46.7174087853609,0
0.00092,0.290555234153207,0.269143889283899,0.0214113448693085,42.4114848267091,0.272504009341921,47.6800470401308,0
0.00094,0.296681585024771,0.274254543724316,0.0224270413004553,42.259046599158,0.277814437755666,48.6378446717325,0
0.00096,0.302795750232746,0.279339165069839,0.0234565851629078,42.1073906815252,0.283105808524743,49.5907269051495,0
0.00098,0.308897478648772,0.284397790338427,0.0244996883103445,41.9565286724956,0.288378221414648,50.5386208636959,0
0.001,0.314986519655305,0.289430460281787,0.025556059373518,41.8064718717033,0.293631777610834,51.4814555496765,0
0.00102,0.321062623155915,0.294437219286655,0.02662540386926,41.6572312828571,0.298866579681519,52.4191618247495,0
0.00104,0.327125539585557,0.299418115277012,0.0277074243085454,41.5088176169106,0.304082731540898,53.3516723900095,0
0.00106,0.333175019920822,0.304373199617236,0.0288018203035863,41.3612412952727,0.309280338412762,54.2789217658119,0
0.00108,0.339210815690162,0.309302527016229,0.0299082886739335,41.2145124530575,0.314459506794514,55.2008462713583,0
0.0011,0.3452326789841,0.314206155432544,0.0310265235515566,41.068640942368,0.319620344421613,56.1173840040588,0
0.00112,0.351240362465411,0.319084145980529,0.0321562164848816,40.9236363356133,0.324762960232418,57.0284748186929,0
0.00114,0.357233619379278,0.323936562837514,0.0332970565417641,40.7795079288552,0.32988746433347,57.9340603063831,0
0.00116,0.36321220356343,0.328763473152052,0.0344487304113786,40.6362647451804,0.334993967965182,58.8340837734022,0
0.00118,0.369175869458254,0.333564946953249,0.0356109225050049,40.4939155380986,0.340082583467965,59.7284902198271,0
0.0012,0.375124372116878,0.338341057061184,0.0367833150556941,40.3524687949608,0.345153424248783,60.617226318059,0
0.00122,0.38105746721523,0.343091878998431,0.0379655882167999,40.211932740397,0.350206604748138,61.5002403912232,0
0.00124,0.386974911062081,0.347817490902721,0.0391574201593596,40.0723153397705,0.355242240407489,62.3774823914659,0
0.00126,0.392876460609044,0.352517973440731,0.0403584871683132,39.9336243026465,0.360260447637105,63.2489038781614,0
0.00128,0.398761873460566,0.357193409723018,0.0415684637375475,39.7958670862717,0.365261343784364,64.1144579960452,0
0.0013,0.404630907883877,0.36184388522012,0.0427870226637563,39.6590508990649,0.370245047102478,64.9740994532874,0
0.00132,0.410483322818921,0.366469487679815,0.0440138351391062,39.5231827041135,0.375211676719667,65.8277844995189,0
0.00134,0.416318877888262,0.37107030704556,0.0452485708427017,39.3882692226765,0.38016135260877,66.6754709038245,0
0.00136,0.422137333406948,0.375646435376107,0.0464908980308407,39.2543169376898,0.385094195557295,67.517117932716,0
0.00138,0.427938450392362,0.380197966766306,0.0477404836260562,39.1213320972736,0.390010327137913,68.3526863280969,0
0.0014,0.433721990574037,0.384724997269098,0.0489969933049391,38.9893207182383,0.394909869679388,69.1821382852318,0
0.00142,0.439487716403441,0.389227624818702,0.0502600915847384,38.8582885895889,0.399792946237953,70.0054374307302,0
0.00144,0.445235391063734,0.393705949154998,0.0515294419087357,38.728241276024,0.404659680569121,70.8225488005591,0
0.00146,0.450964778479496,0.398160071749103,0.0528047067303932,38.5991841214299,0.409510197099939,71.6334388180914,0
